,Date,Address,Block,Street,Latitude,Longitude,WnvPresent,DewPoint,WetBulb,PrecipTotal,SeaLevel,Tmax,StnPressure
3002,2007-08-07,"North Streeter Drive, Chicago, IL 60611, USA",53, N STREETER DR,41.891126,-87.61156,0,73,76,1.31,29.76,91,29.06
3003,2007-08-07,"North Streeter Drive, Chicago, IL 60611, USA",53, N STREETER DR,41.891126,-87.61156,0,73,76,0.06,29.74,92,29.11
3004,2007-08-07,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,41.999129,-87.795585,1,73,76,1.31,29.76,91,29.06
3005,2007-08-07,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,41.999129,-87.795585,1,73,76,0.06,29.74,92,29.11
3008,2007-08-07,"7500 North Oakley Avenue, Chicago, IL 60645, USA",75, N OAKLEY AVE,42.01743,-87.687769,0,73,76,1.31,29.76,91,29.06
3009,2007-08-07,"7500 North Oakley Avenue, Chicago, IL 60645, USA",75, N OAKLEY AVE,42.01743,-87.687769,0,73,76,0.06,29.74,92,29.11
3012,2007-08-07,"1500 North Long Avenue, Chicago, IL 60651, USA",15, N LONG AVE,41.907645,-87.760886,0,73,76,1.31,29.76,91,29.06
3013,2007-08-07,"1500 North Long Avenue, Chicago, IL 60651, USA",15, N LONG AVE,41.907645,-87.760886,0,73,76,0.06,29.74,92,29.11
3016,2007-08-07,"8900 South Carpenter Street, Chicago, IL 60620, USA",89, S CARPENTER ST,41.732984,-87.649642,0,73,76,1.31,29.76,91,29.06
3017,2007-08-07,"8900 South Carpenter Street, Chicago, IL 60620, USA",89, S CARPENTER ST,41.732984,-87.649642,0,73,76,0.06,29.74,92,29.11
3024,2007-08-07,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,41.981964,-87.812827,0,73,76,1.31,29.76,91,29.06
3025,2007-08-07,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,41.981964,-87.812827,0,73,76,0.06,29.74,92,29.11
3030,2007-08-07,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36, N PITTSBURGH AVE,41.944869,-87.832763,1,73,76,1.31,29.76,91,29.06
3031,2007-08-07,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36, N PITTSBURGH AVE,41.944869,-87.832763,1,73,76,0.06,29.74,92,29.11
3032,2007-08-07,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36, N PITTSBURGH AVE,41.944869,-87.832763,0,73,76,1.31,29.76,91,29.06
3033,2007-08-07,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36, N PITTSBURGH AVE,41.944869,-87.832763,0,73,76,0.06,29.74,92,29.11
3036,2007-08-07,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,42.011601,-87.811506,0,73,76,1.31,29.76,91,29.06
3037,2007-08-07,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,42.011601,-87.811506,0,73,76,0.06,29.74,92,29.11
3038,2007-08-07,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,42.011601,-87.811506,1,73,76,1.31,29.76,91,29.06
3039,2007-08-07,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,42.011601,-87.811506,1,73,76,0.06,29.74,92,29.11
3040,2007-08-07,"3800 North California Avenue, Chicago, IL 60618, USA",38, N CALIFORNIA AVE,41.94983,-87.698457,0,73,76,1.31,29.76,91,29.06
3041,2007-08-07,"3800 North California Avenue, Chicago, IL 60618, USA",38, N CALIFORNIA AVE,41.94983,-87.698457,0,73,76,0.06,29.74,92,29.11
3042,2007-08-07,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",49, W BALMORAL AVE,41.979243,-87.750938,0,73,76,1.31,29.76,91,29.06
3043,2007-08-07,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",49, W BALMORAL AVE,41.979243,-87.750938,0,73,76,0.06,29.74,92,29.11
3046,2007-08-07,"5800 North Western Avenue, Chicago, IL 60659, USA",58, N WESTERN AVE,41.986921,-87.689778,0,73,76,1.31,29.76,91,29.06
3047,2007-08-07,"5800 North Western Avenue, Chicago, IL 60659, USA",58, N WESTERN AVE,41.986921,-87.689778,0,73,76,0.06,29.74,92,29.11
3050,2007-08-07,"5000 South Central Avenue, Chicago, IL 60638, USA",50, S CENTRAL AVE,41.801498,-87.763416,0,73,76,1.31,29.76,91,29.06
3051,2007-08-07,"5000 South Central Avenue, Chicago, IL 60638, USA",50, S CENTRAL AVE,41.801498,-87.763416,0,73,76,0.06,29.74,92,29.11
3054,2007-08-07,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",14, N HUMBOLDT DR,41.906638,-87.701431,0,73,76,1.31,29.76,91,29.06
3055,2007-08-07,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",14, N HUMBOLDT DR,41.906638,-87.701431,0,73,76,0.06,29.74,92,29.11
3058,2007-08-07,"South Vincennes Avenue, Chicago, IL, USA",10, S VINCENNES,41.723195,-87.64997,0,73,76,1.31,29.76,91,29.06
3059,2007-08-07,"South Vincennes Avenue, Chicago, IL, USA",10, S VINCENNES,41.723195,-87.64997,0,73,76,0.06,29.74,92,29.11
3062,2007-08-07,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11, S ASHLAND AVE,41.868077,-87.666901,0,73,76,1.31,29.76,91,29.06
3063,2007-08-07,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11, S ASHLAND AVE,41.868077,-87.666901,0,73,76,0.06,29.74,92,29.11
3068,2007-08-07,"1100 South State Street, Chicago, IL 60605, USA",11, S STATE ST,41.869216,-87.627561,0,73,76,1.31,29.76,91,29.06
3069,2007-08-07,"1100 South State Street, Chicago, IL 60605, USA",11, S STATE ST,41.869216,-87.627561,0,73,76,0.06,29.74,92,29.11
3072,2007-08-07,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,41.662014,-87.724608,0,73,76,1.31,29.76,91,29.06
3073,2007-08-07,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,41.662014,-87.724608,0,73,76,0.06,29.74,92,29.11
3076,2007-08-07,"5300 West Agatite Avenue, Chicago, IL 60630, USA",53, W AGATITE AVE,41.961743,-87.76007,0,73,76,1.31,29.76,91,29.06
3077,2007-08-07,"5300 West Agatite Avenue, Chicago, IL 60630, USA",53, W AGATITE AVE,41.961743,-87.76007,0,73,76,0.06,29.74,92,29.11
3080,2007-08-07,"4000 North Austin Avenue, Chicago, IL 60634, USA",40, N AUSTIN AVE,41.953067,-87.776792,0,73,76,1.31,29.76,91,29.06
3081,2007-08-07,"4000 North Austin Avenue, Chicago, IL 60634, USA",40, N AUSTIN AVE,41.953067,-87.776792,0,73,76,0.06,29.74,92,29.11
3084,2007-08-07,"Chicago, IL, USA",43, N ASHLAND AVE OVERPASS,41.878114,-87.629798,0,73,76,1.31,29.76,91,29.06
3085,2007-08-07,"Chicago, IL, USA",43, N ASHLAND AVE OVERPASS,41.878114,-87.629798,0,73,76,0.06,29.74,92,29.11
3092,2007-08-07,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,41.932094,-87.700117,0,73,76,1.31,29.76,91,29.06
3093,2007-08-07,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,41.932094,-87.700117,0,73,76,0.06,29.74,92,29.11
3096,2007-08-07,"1800 West Farwell Avenue, Chicago, IL 60626, USA",18, W FARWELL AVE,42.006858,-87.675919,0,73,76,1.31,29.76,91,29.06
3097,2007-08-07,"1800 West Farwell Avenue, Chicago, IL 60626, USA",18, W FARWELL AVE,42.006858,-87.675919,0,73,76,0.06,29.74,92,29.11
3100,2007-08-07,"7000 West Armitage Avenue, Chicago, IL 60707, USA",70,  W ARMITAGE AVENUE,41.916265,-87.800515,0,73,76,1.31,29.76,91,29.06
3101,2007-08-07,"7000 West Armitage Avenue, Chicago, IL 60707, USA",70,  W ARMITAGE AVENUE,41.916265,-87.800515,0,73,76,0.06,29.74,92,29.11
3104,2007-08-07,"2500 South Millard Avenue, Chicago, IL 60623, USA",25, S MILLARD AVE,41.846075,-87.716277,0,73,76,1.31,29.76,91,29.06
3105,2007-08-07,"2500 South Millard Avenue, Chicago, IL 60623, USA",25, S MILLARD AVE,41.846075,-87.716277,0,73,76,0.06,29.74,92,29.11
3108,2007-08-07,"2100 North Lawler Avenue, Chicago, IL 60639, USA",21, N LAWLER AVE,41.918705,-87.752329,0,73,76,1.31,29.76,91,29.06
3109,2007-08-07,"2100 North Lawler Avenue, Chicago, IL 60639, USA",21, N LAWLER AVE,41.918705,-87.752329,0,73,76,0.06,29.74,92,29.11
3114,2007-08-07,"3500 West 116th Street, Chicago, IL 60655, USA",35, W 116TH ST,41.682587,-87.707973,0,73,76,1.31,29.76,91,29.06
3115,2007-08-07,"3500 West 116th Street, Chicago, IL 60655, USA",35, W 116TH ST,41.682587,-87.707973,0,73,76,0.06,29.74,92,29.11
3120,2007-08-07,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",93, S DR MARTIN LUTHER KING JR DR,41.725517,-87.614258,0,73,76,1.31,29.76,91,29.06
3121,2007-08-07,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",93, S DR MARTIN LUTHER KING JR DR,41.725517,-87.614258,0,73,76,0.06,29.74,92,29.11
3122,2007-08-07,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",93, S DR MARTIN LUTHER KING JR DR,41.725517,-87.614258,1,73,76,1.31,29.76,91,29.06
3123,2007-08-07,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",93, S DR MARTIN LUTHER KING JR DR,41.725517,-87.614258,1,73,76,0.06,29.74,92,29.11
3124,2007-08-07,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",37, N KEDVALE AVE,41.948167,-87.730698,0,73,76,1.31,29.76,91,29.06
3125,2007-08-07,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",37, N KEDVALE AVE,41.948167,-87.730698,0,73,76,0.06,29.74,92,29.11
3128,2007-08-07,"4500 North Campbell Avenue, Chicago, IL 60625, USA",45, N CAMPBELL AVE,41.963976,-87.69181,0,73,76,1.31,29.76,91,29.06
3129,2007-08-07,"4500 North Campbell Avenue, Chicago, IL 60625, USA",45, N CAMPBELL AVE,41.963976,-87.69181,0,73,76,0.06,29.74,92,29.11
3132,2007-08-07,"4000 North Tripp Avenue, Chicago, IL 60641, USA",40, N TRIPP AVE,41.953705,-87.733974,0,73,76,1.31,29.76,91,29.06
3133,2007-08-07,"4000 North Tripp Avenue, Chicago, IL 60641, USA",40, N TRIPP AVE,41.953705,-87.733974,0,73,76,0.06,29.74,92,29.11
3136,2007-08-07,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",46, N MILWAUKEE AVE,41.964242,-87.757639,0,73,76,1.31,29.76,91,29.06
3137,2007-08-07,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",46, N MILWAUKEE AVE,41.964242,-87.757639,0,73,76,0.06,29.74,92,29.11
3140,2007-08-07,"6000 North Avondale Avenue, Chicago, IL 60631, USA",60, N AVONDALE AVE,41.990284,-87.797127,0,73,76,1.31,29.76,91,29.06
3141,2007-08-07,"6000 North Avondale Avenue, Chicago, IL 60631, USA",60, N AVONDALE AVE,41.990284,-87.797127,0,73,76,0.06,29.74,92,29.11
3144,2007-08-07,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,42.008314,-87.777921,0,73,76,1.31,29.76,91,29.06
3145,2007-08-07,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,42.008314,-87.777921,0,73,76,0.06,29.74,92,29.11
3150,2007-08-07,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,42.008314,-87.777921,1,73,76,1.31,29.76,91,29.06
3151,2007-08-07,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,42.008314,-87.777921,1,73,76,0.06,29.74,92,29.11
3154,2007-08-07,"6100 North Lemont Avenue, Chicago, IL 60646, USA",61, N LEMONT AVE,41.991429,-87.747113,0,73,76,1.31,29.76,91,29.06
3155,2007-08-07,"6100 North Lemont Avenue, Chicago, IL 60646, USA",61, N LEMONT AVE,41.991429,-87.747113,0,73,76,0.06,29.74,92,29.11
3158,2007-08-07,"2700 South Western Avenue, Chicago, IL 60608, USA",27, S WESTERN AVE,41.843811,-87.686763,0,73,76,1.31,29.76,91,29.06
3159,2007-08-07,"2700 South Western Avenue, Chicago, IL 60608, USA",27, S WESTERN AVE,41.843811,-87.686763,0,73,76,0.06,29.74,92,29.11
3160,2007-08-07,"6800 West Belden Avenue, Chicago, IL 60707, USA",68, W BELDEN AVE,41.921177,-87.79518,0,73,76,1.31,29.76,91,29.06
3161,2007-08-07,"6800 West Belden Avenue, Chicago, IL 60707, USA",68, W BELDEN AVE,41.921177,-87.79518,0,73,76,0.06,29.74,92,29.11
3164,2007-08-07,"3000 West 18th Street, Chicago, IL 60608, USA",30, W 18TH ST,41.857402,-87.694991,0,73,76,1.31,29.76,91,29.06
3165,2007-08-07,"3000 West 18th Street, Chicago, IL 60608, USA",30, W 18TH ST,41.857402,-87.694991,0,73,76,0.06,29.74,92,29.11
3166,2007-08-07,"1000 West 95th Street, Chicago, IL 60643, USA",10, W 95TH ST,41.721474,-87.648064,0,73,76,1.31,29.76,91,29.06
3167,2007-08-07,"1000 West 95th Street, Chicago, IL 60643, USA",10, W 95TH ST,41.721474,-87.648064,0,73,76,0.06,29.74,92,29.11
3170,2007-08-07,"1000 South California Avenue, Chicago, IL 60612, USA",10, S CALIFORNIA AVE,41.869107,-87.696293,0,73,76,1.31,29.76,91,29.06
3171,2007-08-07,"1000 South California Avenue, Chicago, IL 60612, USA",10, S CALIFORNIA AVE,41.869107,-87.696293,0,73,76,0.06,29.74,92,29.11
3172,2007-08-07,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",96, S HOYNE AVE,41.719059,-87.675088,0,73,76,1.31,29.76,91,29.06
3173,2007-08-07,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",96, S HOYNE AVE,41.719059,-87.675088,0,73,76,0.06,29.74,92,29.11
3176,2007-08-07,"1800 West Leland Avenue, Chicago, IL 60640, USA",18, W LELAND AVE,41.966987,-87.674677,0,73,76,1.31,29.76,91,29.06
3177,2007-08-07,"1800 West Leland Avenue, Chicago, IL 60640, USA",18, W LELAND AVE,41.966987,-87.674677,0,73,76,0.06,29.74,92,29.11
3180,2007-08-07,"6400 West Strong Street, Chicago, IL, USA",64, W STRONG ST,41.970248,-87.787992,0,73,76,1.31,29.76,91,29.06
3181,2007-08-07,"6400 West Strong Street, Chicago, IL, USA",64, W STRONG ST,41.970248,-87.787992,0,73,76,0.06,29.74,92,29.11
3182,2007-08-07,"6400 West Strong Street, Chicago, IL, USA",64, W STRONG ST,41.970248,-87.787992,1,73,76,1.31,29.76,91,29.06
3183,2007-08-07,"6400 West Strong Street, Chicago, IL, USA",64, W STRONG ST,41.970248,-87.787992,1,73,76,0.06,29.74,92,29.11
3184,2007-08-07,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",12, W GREENLEAF AVE,42.010412,-87.66214,0,73,76,1.31,29.76,91,29.06
3185,2007-08-07,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",12, W GREENLEAF AVE,42.010412,-87.66214,0,73,76,0.06,29.74,92,29.11
3186,2007-08-07,"1000 North Central Park Avenue, Chicago, IL 60651, USA",10, N CENTRAL PARK DR,41.89923,-87.716788,0,73,76,1.31,29.76,91,29.06
3187,2007-08-07,"1000 North Central Park Avenue, Chicago, IL 60651, USA",10, N CENTRAL PARK DR,41.89923,-87.716788,0,73,76,0.06,29.74,92,29.11
3188,2007-08-07,"2000 East 111th Street, Chicago, IL 60628, USA",20, E 111TH ST,41.692555,-87.598865,0,73,76,1.31,29.76,91,29.06
3189,2007-08-07,"2000 East 111th Street, Chicago, IL 60628, USA",20, E 111TH ST,41.692555,-87.598865,0,73,76,0.06,29.74,92,29.11
3192,2007-08-07,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",33, N RUTHERFORD AVE,41.94016,-87.794896,0,73,76,1.31,29.76,91,29.06
3193,2007-08-07,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",33, N RUTHERFORD AVE,41.94016,-87.794896,0,73,76,0.06,29.74,92,29.11
3196,2007-08-07,"1100 North Artesian Avenue, Chicago, IL 60622, USA",11, S ARTESIAN AVE,41.903002,-87.688267,0,73,76,1.31,29.76,91,29.06
3197,2007-08-07,"1100 North Artesian Avenue, Chicago, IL 60622, USA",11, S ARTESIAN AVE,41.903002,-87.688267,0,73,76,0.06,29.74,92,29.11
3198,2007-08-07,"1100 North Artesian Avenue, Chicago, IL 60622, USA",11, S ARTESIAN AVE,41.903002,-87.688267,1,73,76,1.31,29.76,91,29.06
3199,2007-08-07,"1100 North Artesian Avenue, Chicago, IL 60622, USA",11, S ARTESIAN AVE,41.903002,-87.688267,1,73,76,0.06,29.74,92,29.11
3202,2007-08-07,"3300 West 104th Street, Chicago, IL 60655, USA",33, W 104TH ST,41.704336,-87.703736,0,73,76,1.31,29.76,91,29.06
3203,2007-08-07,"3300 West 104th Street, Chicago, IL 60655, USA",33, W 104TH ST,41.704336,-87.703736,0,73,76,0.06,29.74,92,29.11
3204,2007-08-07,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",30, S HOYNE AVE,41.836644,-87.677737,0,73,76,1.31,29.76,91,29.06
3205,2007-08-07,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",30, S HOYNE AVE,41.836644,-87.677737,0,73,76,0.06,29.74,92,29.11
3208,2007-08-07,"4200 West 31st Street, Chicago, IL 60623, USA",42, W 31ST ST,41.837085,-87.729384,0,73,76,1.31,29.76,91,29.06
3209,2007-08-07,"4200 West 31st Street, Chicago, IL 60623, USA",42, W 31ST ST,41.837085,-87.729384,0,73,76,0.06,29.74,92,29.11
3210,2007-08-07,"1700 North Pulaski Road, Chicago, IL 60639, USA",17, N PULASKI RD,41.911824,-87.726737,0,73,76,1.31,29.76,91,29.06
3211,2007-08-07,"1700 North Pulaski Road, Chicago, IL 60639, USA",17, N PULASKI RD,41.911824,-87.726737,0,73,76,0.06,29.74,92,29.11
3214,2007-08-07,"2200 West Pershing Road, Chicago, IL 60609, USA",22, W PERSHING RD,41.823065,-87.678378,0,73,76,1.31,29.76,91,29.06
3215,2007-08-07,"2200 West Pershing Road, Chicago, IL 60609, USA",22, W PERSHING RD,41.823065,-87.678378,0,73,76,0.06,29.74,92,29.11
3216,2007-08-07,"2200 West 51st Street, Chicago, IL 60609, USA",22, W 51ST ST,41.801179,-87.679447,0,73,76,1.31,29.76,91,29.06
3217,2007-08-07,"2200 West 51st Street, Chicago, IL 60609, USA",22, W 51ST ST,41.801179,-87.679447,0,73,76,0.06,29.74,92,29.11
3220,2007-08-07,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",52, W 63RD ST,41.778297,-87.752411,0,73,76,1.31,29.76,91,29.06
3221,2007-08-07,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",52, W 63RD ST,41.778297,-87.752411,0,73,76,0.06,29.74,92,29.11
3224,2007-08-07,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",67, S KEDZIE AVE,41.77166,-87.703047,0,73,76,1.31,29.76,91,29.06
3225,2007-08-07,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",67, S KEDZIE AVE,41.77166,-87.703047,0,73,76,0.06,29.74,92,29.11
3226,2007-08-07,"7300 Cicero Avenue, Chicago, IL 60638, USA",73, S CICERO AVE,41.759346,-87.745602,0,73,76,1.31,29.76,91,29.06
3227,2007-08-07,"7300 Cicero Avenue, Chicago, IL 60638, USA",73, S CICERO AVE,41.759346,-87.745602,0,73,76,0.06,29.74,92,29.11
3230,2007-08-07,"2200 West 69th Street, Chicago, IL 60636, USA",22, W 69TH ST,41.768388,-87.678649,0,73,76,1.31,29.76,91,29.06
3231,2007-08-07,"2200 West 69th Street, Chicago, IL 60636, USA",22, W 69TH ST,41.768388,-87.678649,0,73,76,0.06,29.74,92,29.11
3232,2007-08-07,"5200 South Nordica Avenue, Chicago, IL 60638, USA",52, S NORDICA,41.797616,-87.797894,0,73,76,1.31,29.76,91,29.06
3233,2007-08-07,"5200 South Nordica Avenue, Chicago, IL 60638, USA",52, S NORDICA,41.797616,-87.797894,0,73,76,0.06,29.74,92,29.11
3234,2007-08-07,"1000 East 67th Street, Chicago, IL 60637, USA",10, E 67TH ST,41.773215,-87.60088,0,73,76,1.31,29.76,91,29.06
3235,2007-08-07,"1000 East 67th Street, Chicago, IL 60637, USA",10, E 67TH ST,41.773215,-87.60088,0,73,76,0.06,29.74,92,29.11
3238,2007-08-07,"3900 South Ashland Avenue, Chicago, IL 60609, USA",39, S ASHLAND AVE,41.822536,-87.666343,0,73,76,1.31,29.76,91,29.06
3239,2007-08-07,"3900 South Ashland Avenue, Chicago, IL 60609, USA",39, S ASHLAND AVE,41.822536,-87.666343,0,73,76,0.06,29.74,92,29.11
3244,2007-08-07,"4700 South Cornell Avenue, Chicago, IL 60615, USA",47, S CORNELL AVE,41.799282,-87.585487,0,73,76,1.31,29.76,91,29.06
3245,2007-08-07,"4700 South Cornell Avenue, Chicago, IL 60615, USA",47, S CORNELL AVE,41.799282,-87.585487,0,73,76,0.06,29.74,92,29.11
3248,2007-08-07,"7100 South South Shore Drive, Chicago, IL 60649, USA",71, S SOUTH SHORE DR,41.766202,-87.562889,0,73,76,1.31,29.76,91,29.06
3249,2007-08-07,"7100 South South Shore Drive, Chicago, IL 60649, USA",71, S SOUTH SHORE DR,41.766202,-87.562889,0,73,76,0.06,29.74,92,29.11
3254,2007-08-07,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,41.754676,-87.612922,0,73,76,1.31,29.76,91,29.06
3255,2007-08-07,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,41.754676,-87.612922,0,73,76,0.06,29.74,92,29.11
3258,2007-08-07,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,41.821582,-87.627796,0,73,76,1.31,29.76,91,29.06
3259,2007-08-07,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,41.821582,-87.627796,0,73,76,0.06,29.74,92,29.11
3264,2007-08-07,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,41.803423,-87.642984,0,73,76,1.31,29.76,91,29.06
3265,2007-08-07,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,41.803423,-87.642984,0,73,76,0.06,29.74,92,29.11
3266,2007-08-07,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,41.803423,-87.642984,1,73,76,1.31,29.76,91,29.06
3267,2007-08-07,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,41.803423,-87.642984,1,73,76,0.06,29.74,92,29.11
3268,2007-08-07,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",79, S CHICAGO AVE,41.754292,-87.590773,0,73,76,1.31,29.76,91,29.06
3269,2007-08-07,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",79, S CHICAGO AVE,41.754292,-87.590773,0,73,76,0.06,29.74,92,29.11
3272,2007-08-07,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",52, S KOLMAR,41.798697,-87.736812,0,73,76,1.31,29.76,91,29.06
3273,2007-08-07,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",52, S KOLMAR,41.798697,-87.736812,0,73,76,0.06,29.74,92,29.11
3274,2007-08-07,"6300 West 64th Street, Chicago, IL 60638, USA",63, W 64TH ST,41.776156,-87.778927,0,73,76,1.31,29.76,91,29.06
3275,2007-08-07,"6300 West 64th Street, Chicago, IL 60638, USA",63, W 64TH ST,41.776156,-87.778927,0,73,76,0.06,29.74,92,29.11
3278,2007-08-07,"3700 South Pulaski Road, Chicago, IL 60623, USA",37, S PULASKI RD,41.82561,-87.726549,0,73,76,1.31,29.76,91,29.06
3279,2007-08-07,"3700 South Pulaski Road, Chicago, IL 60623, USA",37, S PULASKI RD,41.82561,-87.726549,0,73,76,0.06,29.74,92,29.11
3280,2007-08-07,"East 138th Street, Riverdale, IL 60827, USA",82, E 138TH ST,41.644612,-87.604498,0,73,76,1.31,29.76,91,29.06
3281,2007-08-07,"East 138th Street, Riverdale, IL 60827, USA",82, E 138TH ST,41.644612,-87.604498,0,73,76,0.06,29.74,92,29.11
3284,2007-08-07,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",89, S MUSKEGON AVE,41.733643,-87.55551,0,73,76,1.31,29.76,91,29.06
3285,2007-08-07,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",89, S MUSKEGON AVE,41.733643,-87.55551,0,73,76,0.06,29.74,92,29.11
3288,2007-08-07,"9800 South Avenue G, Chicago, IL 60617, USA",98, S AVENUE G,41.717753,-87.531657,0,73,76,1.31,29.76,91,29.06
3289,2007-08-07,"9800 South Avenue G, Chicago, IL 60617, USA",98, S AVENUE G,41.717753,-87.531657,0,73,76,0.06,29.74,92,29.11
3292,2007-08-07,"South Cottage Grove Avenue, Chicago, IL, USA",10, S COTTAGE GROVE,41.750498,-87.605294,0,73,76,1.31,29.76,91,29.06
3293,2007-08-07,"South Cottage Grove Avenue, Chicago, IL, USA",10, S COTTAGE GROVE,41.750498,-87.605294,0,73,76,0.06,29.74,92,29.11
3298,2007-08-07,"5800 North Pulaski Road, Chicago, IL 60646, USA",58, N PULASKI RD,41.984809,-87.728492,0,73,76,1.31,29.76,91,29.06
3299,2007-08-07,"5800 North Pulaski Road, Chicago, IL 60646, USA",58, N PULASKI RD,41.984809,-87.728492,0,73,76,0.06,29.74,92,29.11
3302,2007-08-07,"West 37th Place, Chicago, IL, USA",81, W 37TH PL.,41.825902,-87.667827,0,73,76,1.31,29.76,91,29.06
3303,2007-08-07,"West 37th Place, Chicago, IL, USA",81, W 37TH PL.,41.825902,-87.667827,0,73,76,0.06,29.74,92,29.11
3306,2007-08-08,"South Doty Avenue, Chicago, IL, USA",12, S DOTY AVE,41.673408,-87.599862,1,71,73,0.06,29.83,87,29.13
3307,2007-08-08,"South Doty Avenue, Chicago, IL, USA",12, S DOTY AVE,41.673408,-87.599862,1,72,74,0.09,29.81,87,29.18
3308,2007-08-08,"South Doty Avenue, Chicago, IL, USA",12, S DOTY AVE,41.673408,-87.599862,0,71,73,0.06,29.83,87,29.13
3309,2007-08-08,"South Doty Avenue, Chicago, IL, USA",12, S DOTY AVE,41.673408,-87.599862,0,72,74,0.09,29.81,87,29.18
3374,2007-08-08,"South Stony Island Avenue, Chicago, IL, USA",10, S STONY ISLAND AVE,41.726465,-87.585413,0,71,73,0.06,29.83,87,29.13
3375,2007-08-08,"South Stony Island Avenue, Chicago, IL, USA",10, S STONY ISLAND AVE,41.726465,-87.585413,0,72,74,0.09,29.81,87,29.18
3398,2007-08-08,"South Stony Island Avenue, Chicago, IL, USA",10, S STONY ISLAND AVE,41.726465,-87.585413,1,71,73,0.06,29.83,87,29.13
3399,2007-08-08,"South Stony Island Avenue, Chicago, IL, USA",10, S STONY ISLAND AVE,41.726465,-87.585413,1,72,74,0.09,29.81,87,29.18
3454,2007-08-08,"East 91st Street, Chicago, IL, USA",81, E 91ST ST,41.729669,-87.582699,0,71,73,0.06,29.83,87,29.13
